,id,FILING-DATE,CIK,CONFORMED-NAME,type,ASSIGNED-SIC,CITY,STATE,ZIP,filing-year,10k-min-year
174857,1021839,2000-03-21,1075749,KOZMO COM INC,S-1,,NEW YORK,NY,10004,2000,
174871,1021885,2000-03-21,1104094,MEDCENTERDIRECT COM INC,S-1,,ATLANTA,GA,30326,2000,
174881,1022704,2000-03-21,1080014,ADVANCED MEDICINE INC,S-1,,SOUTH SAN FRANCISCO,CA,94080,2000,2005.0
174883,1022705,2000-03-21,790406,MERRILL CORP,S-1,2750.0,ST PAUL,MN,55108,2000,
174893,1020949,2000-03-20,873538,OPEN SOLUTIONS INC,S-1,7372.0,GLASTONBURY,CT,06033,2000,2004.0
174895,1020950,2000-03-20,850083,AUTHORISZOR INC,S-1,7372.0,NATICK,MA,01760-5565,2000,
174898,1020956,2000-03-20,926617,CIPHERGEN BIOSYSTEMS INC,S-1,,PALO ALTO,CA,94304,2000,2003.0
174904,1021475,2000-03-20,1031951,COPPER MOUNTAIN NETWORKS INC,S-1,3661.0,PALO ALTO,CA,94303,2000,2000.0
174914,1021267,2000-03-20,1089708,BUILDNET INC,S-1,,DURHAM,NC,27703,2000,
174915,1021012,2000-03-20,882508,QUICKLOGIC CORPORATION,S-1,3674.0,SUNNYVALE,CA,94089-1138,2000,2002.0
174942,1020897,2000-03-20,1097002,EVOLVE SOFTWARE INC,S-1,,SAN FRANCISCO,CA,94111,2000,2001.0
174954,1021450,2000-03-17,1046501,BUCA INC /MN,S-1,5812.0,MINNEAPOLIS,MN,55403,2000,2000.0
174960,1019938,2000-03-17,310826,PROTECTIVE LIFE INSURANCE CO,S-1,6311.0,BIRMINGHAM,AL,35202,2000,2000.0
174962,1019948,2000-03-17,1081935,ROSETTA INPHARMATICS INC,S-1,,KIRKLAND,WA,98034,2000,
174979,1020239,2000-03-17,1109361,TELCOBUY COM INC,S-1,,ST. LOUIS,MO,63043,2000,
174990,1020262,2000-03-17,1034460,CONCOURS GROUP INC,S-1,,KINGWOOD,TX,77339,2000,
174994,1020522,2000-03-17,1089439,BEATNIK INC,S-1,,SAN MATEO,CA,94403,2000,
174995,1020523,2000-03-17,1091621,MEDIAPLEX INC,S-1,7389.0,SAN FRANCISCO,CA,94105,2000,2000.0
175009,1020584,2000-03-17,1089443,DIGIMARC CORP,S-1,7373.0,LAKE OSWEGO,OR,97035,2000,2000.0
175036,1020387,2000-03-17,1088022,INTERNET PICTURES CORP,S-1,7389.0,OAK RIDGE,TN,37830,2000,2000.0
175039,1019886,2000-03-17,1063527,AUGUST TECHNOLOGY CORP,S-1,,BLOOMINGTON,MN,55435,2000,2001.0
175050,1018911,2000-03-16,1094739,FINISAR CORP,S-1,3674.0,SUNNYVALE,CA,94089,2000,2000.0
175071,1019243,2000-03-16,351754,KEMPER INVESTORS LIFE INSURANCE CO,S-1,0.0,LONG GROVE,IL,60049,2000,2000.0
175076,1018760,2000-03-16,849486,ALLEN TEST INC NEW NAME 1,S-1,0.0,BALTIMORE,MD,22312,2000,2000.0
175081,1018786,2000-03-16,1108906,GREENFIELD ONLINE INC,S-1,,WILTON,CT,06890,2000,2005.0
175097,1019121,2000-03-16,1106123,CIDERA INC,S-1,,LAUREL,MD,20707,2000,
175098,1019381,2000-03-16,933955,TTR INC,S-1,3577.0,KFAR SASBA ISRAEL,L3,10023,2000,2000.0
175101,1017603,2000-03-15,1082526,SCIQUEST COM INC,S-1,7389.0,MORRISVILLE,NC,27560,2000,2003.0
175103,1018129,2000-03-15,1108623,DUKE ENERGY FIELD SERVICES CORP,S-1,,DENVER,CO,80202,2000,
175131,1017422,2000-03-15,1102741,SIMPLE TECHNOLOGY INC,S-1,,SANTA ANA,CA,92705,2000,2002.0
175132,1018191,2000-03-15,927664,GENOMETRIX INC,S-1,,WOODLANDS,TX,77381,2000,
175147,1018230,2000-03-15,1085586,INTERLAND INC,S-1,,ATLANTA,GA,30303,2000,
175161,1017516,2000-03-15,1108505,TRADEOUT COM INC,S-1,,ARDSLEY,NY,10502,2000,
175165,1018044,2000-03-15,1024623,INTRALINKS INC,S-1,7389.0,NEW YORK,NY,10018,2000,
175172,1017307,2000-03-15,1095330,SYMYX TECHNOLOGIES INC,S-1,8731.0,SANTA CLARA,CA,95051,2000,2000.0
175173,1017572,2000-03-15,1108915,GENOMICA CORP /DE/,S-1,,BOULDER,CO,80303,2000,
175175,1018345,2000-03-15,1108837,NATIONAL MEDIA TECHNOLOGIES INC,S-1,,NEW YORK,NY,10038,2000,
175181,1017583,2000-03-15,1108924,OPNET TECHNOLOGIES INC,S-1,,WASHINGTON,DC,20008,2000,2001.0
175184,1018102,2000-03-15,1060274,WAM NET INC,S-1,7374.0,MINNEAPOLIS,MN,55438,2000,
175185,1018363,2000-03-15,1089717,INTERTRUST TECHNOLOGIES CORP,S-1,7371.0,SANTA CLARA,CA,95054,2000,2000.0
175188,1018365,2000-03-15,1057083,PC TEL INC,S-1,7370.0,SAN JOSE,CA,95134,2000,2000.0
175191,1016839,2000-03-14,1108507,PRINTCAFE INC,S-1,,PITTSBURGH,PA,15222,2000,2003.0
175192,1016331,2000-03-14,1069530,PAIN THERAPEUTICS INC,S-1,,SOUTH SAN FRANCISCO,CA,94080,2000,2002.0
175198,1016593,2000-03-14,1104027,DRIVEWAY CORP,S-1,,SAN FRANCISCO,CA,94107,2000,
175206,1016613,2000-03-14,1087823,PACKETVIDEO CORP,S-1,,SAN DIEGO,CA,92121,2000,
175207,1016370,2000-03-14,948599,HOB ENTERTAINMENT INC /DE/,S-1,,HOLLYWOOD,CA,90028,2000,
175209,1016638,2000-03-14,1069003,FUTURE MEDIA PRODUCTIONS,S-1,3652.0,VALENCIA,CA,91355,2000,
175223,1016449,2000-03-14,1005938,NOGATECH INC,S-1,,SANTA CLARA,CA,95054,2000,
175225,1016450,2000-03-14,1108782,CARESCIENCE INC,S-1,,PHILADELPHIA,PA,19101-2649,2000,2001.0
175227,1016968,2000-03-14,1108052,2BRIDGE,S-1,,SAN FRANCISCO,CA,94105,2000,
175281,1015890,2000-03-13,1107734,RIVALS COM INC,S-1,,SEATTLE,WA,98104,2000,
175282,1015895,2000-03-13,1042057,NETGENICS INC,S-1,,CLEVELAND,OH,44114-2803,2000,
175286,1016441,2000-03-13,1069433,AFFINITY INTERNATIONAL TRAVEL SYSTEMS INC,S-1,,ST PETERSBURG,FL,33701,2000,
175291,1015204,2000-03-13,1104017,I MANY INC,S-1,,PORTLAND,ME,04101,2000,2001.0
175300,1016762,2000-03-13,776008,STAR SCIENTIFIC INC,S-1,3851.0,PETERSBURG,VA,23803,2000,2000.0
175310,1015265,2000-03-13,1097924,SMARTAGE CORP,S-1,,SAN FRANCISCO,CA,94118,2000,
175311,1015269,2000-03-13,1100672,PETOPIA COM INC,S-1,,SAN FRANCISCO,CA,94103,2000,
175314,1016306,2000-03-13,1043641,WEBRIDGE INC,S-1,,PORTLAND,OR,97205,2000,
175319,1013507,2000-03-10,1043961,TRANSGENOMIC INC,S-1,,OMAHA,NE,68107,2000,2001.0
175322,1013509,2000-03-10,1108514,PAPEREXCHANGE COM INC,S-1,,BOSTON,MA,02116,2000,
175330,1014050,2000-03-10,1107560,SKYDESK INC,S-1,,SAN DIEGO,CA,92121,2000,
175331,1014051,2000-03-10,1108674,STRATAGENE HOLDING CORP,S-1,,LA JOLLA,CA,92037,2000,2005.0
175332,1013551,2000-03-10,1105472,SONUS NETWORKS INC,S-1,,WESTFORD,MA,01886,2000,2001.0
175337,1013558,2000-03-10,909353,LSC INC,S-1,,EAGAN,MN,55121,2000,
175338,1013560,2000-03-10,1108487,UBIQUITEL INC,S-1,,BALA CYNWUD,PA,19004,2000,2003.0
175343,1014095,2000-03-10,1099894,NAVIANT INC,S-1,,NEWTOWN,PA,19073,2000,
175345,1014105,2000-03-10,1108634,LEISURE TRAVEL GROUP INC,S-1,,COLDEN COMMON,,,2000,
175349,1014117,2000-03-10,1086637,U S INTERACTIVE INC/PA,S-1,8742.0,KING OF PRUSSIA,PA,19406,2000,2000.0
175356,1014150,2000-03-10,1107738,RCL TRUST 2000-1,S-1,,DEARBORN,MI,48121,2000,
175359,1013652,2000-03-10,1098155,EXCELERGY CORP,S-1,,CAMBRIDGE,MA,02142,2000,
175363,1013669,2000-03-10,1108134,BERKSHIRE HILLS BANCORP INC,S-1,,PITTSFIELD,MA,01201,2000,2001.0
175370,1013425,2000-03-10,1108691,ARBINET HOLDINGS INC,S-1,,NEW YORK,NY,10004,2000,
175372,1014201,2000-03-10,1108511,TYCOM LTD,S-1,,PEMBRAKE,,,2000,
175376,1014479,2000-03-10,1107067,ONI SYSTEMS CORP,S-1,,SAN JOSE,CA,95134,2000,2002.0
175378,1014483,2000-03-10,1108244,DOVEBID INC,S-1,,FOSTER CITY,CA,94404,2000,
175388,1013489,2000-03-10,918709,ACT TELECONFERENCING INC,S-1,4899.0,GOLDEN,CO,80401,2000,2002.0
175389,1014261,2000-03-10,1093576,MCK COMMUNICATIONS INC,S-1,3661.0,NEWTON,MA,02458,2000,2001.0
175392,1012504,2000-03-09,1108727,IPCS INC,S-1,,GENESCO,IL,61254,2000,2004.0
175405,1012121,2000-03-09,1087243,ACCRUE SOFTWARE INC,S-1,7372.0,FREMONT,CA,94538,2000,2000.0
175410,1012675,2000-03-09,907152,SUNRISE TELECOM INC,S-1,,SAN JOSE,CA,95119,2000,2002.0
175412,1012448,2000-03-09,1108629,METLIFE CAPITAL TRUST I,S-1,,NEW YORK,NY,10010-3690,2000,
175416,1012719,2000-03-09,1089484,MERCATA INC,S-1,,BELLEVUE,WA,98004-5840,2000,
175419,1011713,2000-03-08,1107332,DENDREON CORP,S-1,,SEATTLE,WA,98121,2000,2001.0
175422,1011725,2000-03-08,1101528,CHAPARRAL NETWORK STORAGE INC,S-1,,LONGMONT,CO,80503,2000,
175425,1011492,2000-03-08,1104325,OSCA INC,S-1,,LAFAYETTE,LA,70598,2000,
175432,1011283,2000-03-08,1035975,PACKARD BIOSCIENCE CO,S-1,3826.0,NERIDAN,CT,06450,2000,
175441,1011318,2000-03-08,1084866,BE FREE INC,S-1,7374.0,MARLBOROUGH,MA,01752,2000,2000.0
175443,1011642,2000-03-08,1106851,OMNIVISION TECHNOLOGIES INC,S-1,,SUNNYVALE,CA,94086,2000,2001.0
175444,1011644,2000-03-08,1108051,IMX EXCHANGE INC,S-1,,SAN RAMON,CA,94587,2000,
175445,1011161,2000-03-08,1106850,SKYSTREAM NETWORKS INC,S-1,,MOUNTAIN VIEW,CA,94043,2000,
175448,1011445,2000-03-08,1022974,DECODE GENETICS INC,S-1,,ICELAND,K6,,2000,2001.0
175450,1010452,2000-03-07,1056923,DATALINK CORP,S-1,7373.0,MINNEAPOLIS,MN,55439,2000,2002.0
175460,1010811,2000-03-07,1108491,IPO CONNECTION COM,S-1,,ST. LOUIS,MO,63105,2000,
175461,1010303,2000-03-07,1102056,C CUBE SEMICONDUCTOR INC,S-1,3674.0,MILPITAS,CA,95035,2000,
175463,1010571,2000-03-07,1102108,CLEARCOMMERCE CORP,S-1,,AUSTIN,TX,78758,2000,
175472,1010675,2000-03-07,1104287,ENTERWORKS INC,S-1,,ASHBURN,VA,20147,2000,
175478,1009450,2000-03-06,1108341,EXULT INC,S-1,,IRVINE,CA,92614,2000,2001.0
175479,1010490,2000-03-06,1037054,CONTEXT INTEGRATION INC,S-1,,BURLINGTON,MA,01803,2000,
175480,1009989,2000-03-06,1047499,VENTRO CORP,S-1,5160.0,MOUNTAIN VIEW,CA,94043,2000,2000.0
175481,1009990,2000-03-06,1047499,VENTRO CORP,S-1,5160.0,MOUNTAIN VIEW,CA,94043,2000,2000.0
175485,1009781,2000-03-06,727489,PREDICTIVE SYSTEMS INC,S-1,7371.0,NEW YORK,NY,10013,2000,2000.0
175486,1009791,2000-03-06,1065152,AREMISSOFT CORP /DE/,S-1,7372.0,ENGLAND,,,2000,2000.0
175490,1009847,2000-03-06,1086757,BRAUN CONSULTING INC,S-1,7380.0,CHICAGO,IL,60603,2000,2000.0
175492,1009599,2000-03-06,1108109,COMMUNITY HEALTH SYSTEMS INC/,S-1,,BRENTWOOD,TN,37027,2000,2001.0
175502,1008398,2000-03-03,1068796,MAXYGEN INC,S-1,8731.0,REDWOOD CITY,CA,94063,2000,2003.0
175507,1008941,2000-03-03,1108185,ACCELERATED NETWORKS INC,S-1,,MOOR PARK,CA,93021,2000,2003.0
175508,1008950,2000-03-03,1108429,NOVO MEDIAGROUP INC,S-1,,SAN FRANCISCO,CA,94108,2000,
175509,1008740,2000-03-03,1100969,ASIAINFO HOLDINGS INC,S-1,7389.0,BEIJING CHINA,,100091,2000,2001.0
175514,1009027,2000-03-03,1106844,PLACEWARE INC,S-1,,MOUNTAINVIEW,CA,94043,2000,
175515,1009028,2000-03-03,1049878,ANNUNCIO SOFTWARE INC,S-1,,MOUNTAIN VIEW,CA,94040,2000,
175517,1009029,2000-03-03,1026380,RESONATE INC,S-1,,SUNNYVALE,CA,94089,2000,
175520,1008542,2000-03-03,1086216,METAPATH SOFTWARE INTERNATIONAL INC,S-1,,RICHARDSON,TX,75080,2000,
175521,1008802,2000-03-03,1078069,CELLOMICS INC,S-1,,PITTSBURGH,PA,15238,2000,
175523,1009063,2000-03-03,1095734,POINTSHARE CORP,S-1,,BELLEVUE,WA,98004,2000,
175524,1008819,2000-03-03,1037286,LOGICAL DESIGN SOLUTIONS INC,S-1,,MORRISTOWN,NJ,07960,2000,
175529,1008366,2000-03-03,1053374,IPASS INC,S-1,,REDWOOD SHORES,CA,94065,2000,2004.0
175531,1008382,2000-03-03,1107733,PAYTRUST INC,S-1,,PRINCETON,NJ,08540,2000,
175543,1007741,2000-03-02,937098,TRINET EMPLOYER GROUP INC,S-1,,SAN LEANDRO,CA,94577,2000,2015.0
175546,1009031,2000-03-02,930764,INDUSTRIAL ECOSYSTEMS INC,S-1,4955.0,PACIFICA,CA,94044,2000,
175548,1007779,2000-03-02,1107774,SUPPLIER MARKET COM INC,S-1,,BURLINGTON,MA,01803,2000,
175559,1006867,2000-03-01,1104235,CHEMATCH COM INC,S-1,,HOUSTON,TX,77092,2000,
175564,1006705,2000-03-01,1075658,STORAGENETWORKS INC,S-1,,WALTHAM,MA,02451,2000,2002.0
175566,1006972,2000-03-01,1050250,TRITON NETWORK SYSTEMS INC,S-1,,ORLANDO,FL,32819,2000,2002.0
175569,1006495,2000-03-01,1103777,STANFORD MICRODEVICES INC,S-1,,SUNNYVALE,CA,94806,2000,2001.0
175571,1006497,2000-03-01,1090215,NEW FOCUS INC,S-1,,SANTA CLARA,CA,95051,2000,2001.0
175575,1007560,2000-03-01,1095271,ZEBU,S-1,0.0,SAN FRANCISCO,CA,95104,2000,
175577,1006842,2000-03-01,1046442,NEXT GENERATION NETWORK INC,S-1,7310.0,MINNEAPOLIS,MN,55344,2000,
175590,1007095,2000-02-29,1085280,TIBCO SOFTWARE INC,S-1,7373.0,PALO ALTO,CA,94304,2000,2000.0
175601,1003336,2000-02-28,1107490,SONOMA SYSTEMS,S-1,,MARINA DEL REY,LA,90292,2000,
175607,1003118,2000-02-28,1052246,REPEATER TECHNOLOGIES INC,S-1,,SUNNYVALE,CA,94089,2000,2001.0
175609,1003639,2000-02-28,1103886,LINKSHARE CORP,S-1,,NEW YORK,NY,10003,2000,
175614,1003421,2000-02-28,1102233,E AUCTION GLOBAL TRADING INC,S-1,7389.0,CANADA M5J2T3,,,2000,
175615,1003684,2000-02-28,728612,MERRILL LYNCH PIERCE FENNER & SMITH INC,S-1,6189.0,NEW YORK,NY,10281-1323,2000,
175621,1004204,2000-02-28,1104891,DDR SYSTEMS INC,S-1,,CANADA V6S 1W8,A1,00000,2000,2010.0
175622,1003950,2000-02-28,1078203,NET PERCEPTIONS INC,S-1,7372.0,MINNEAPOLIS,MN,55344,2000,2000.0
175632,1001985,2000-02-25,1104548,PAYMAP INC,S-1,,SAN FRANCISCO,CA,94111,2000,
175633,1003792,2000-02-25,1040416,INSPIRE PHARMACEUTICALS INC,S-1,,DURHAM,NC,277038466,2000,2001.0
175635,1002269,2000-02-25,1107601,ATHEROGENICS INC,S-1,,ALPHARETTA,GA,30004,2000,2001.0
175640,1001849,2000-02-25,1040161,PIXELWORKS INC,S-1,,TUALATIN,OR,97062,2000,2002.0
175644,1002422,2000-02-25,878436,TUT SYSTEMS INC,S-1,3661.0,PLEASANT HILL,CA,94523,2000,2001.0
175645,1002423,2000-02-25,878436,TUT SYSTEMS INC,S-1,3661.0,PLEASANT HILL,CA,94523,2000,2001.0
175652,1001938,2000-02-25,1093218,EMED TECHNOLOGIES CORP,S-1,5047.0,LEXINGTON,MA,02421,2000,
175663,1001042,2000-02-24,1066745,ESPERION THERAPEUTICS INC/MI,S-1,,ANN ARBOR,MI,48108,2000,2002.0
175664,1000805,2000-02-24,1038074,SILICON LABORATORIES INC,S-1,3674.0,AUSTIN,TX,78735,2000,2001.0
175672,1000210,2000-02-23,1093885,SONICWALL INC,S-1,7389.0,SANTA CLARA,CA,95054,2000,2000.0
175673,1000214,2000-02-23,889057,TULARIK INC,S-1,8731.0,SOUTH SAN FRANCISCO,CA,94080,2000,2001.0
175683,998658,2000-02-22,1088033,QUEST SOFTWARE INC,S-1,7372.0,IRVINE,CA,92618,2000,2001.0
175688,998832,2000-02-22,1107112,EMBARCADERO TECHNOLOGIES INC,S-1,,SAN FRANCISCO,CA,94105,2000,2001.0
175689,998841,2000-02-22,1065332,NATIONAL INFORMATION CONSORTIUM,S-1,7389.0,OVERLAND PARK,KS,66210,2000,2000.0
175691,999105,2000-02-22,1093193,CYSIVE INC,S-1,7371.0,RESTON,VA,20190,2000,2001.0
175692,999109,2000-02-22,1093434,AETHER SYSTEMS LLC,S-1,7373.0,OWINGS MILLS,MD,21117,2000,2002.0
175695,998649,2000-02-22,1094961,VIROLOGIC INC,S-1,,SAN FRANCISCO,CA,94080,2000,2001.0
175696,997907,2000-02-18,1107128,INTERPACKET NETWORKS INC,S-1,,SANTA MONICA,CA,90405,2000,
175699,998176,2000-02-18,1014222,SYNCHRONICITY INC,S-1,,MARLBORO,MA,01752,2000,
175701,998204,2000-02-18,1106773,FIRST HORIZON PHARMACEUTICAL CORP,S-1,,ROSWELL,GA,30076,2000,2001.0
175702,997957,2000-02-18,1057217,PARADIGM GENETICS INC,S-1,,RESEARCH TRIANGLE PA,NC,27709,2000,2001.0
175703,997958,2000-02-18,1107216,ORCHID BIOSCIENCES INC,S-1,,PRINCETON,NJ,08540,2000,2001.0
175704,997961,2000-02-18,1106617,INFLOW INC,S-1,,DENVER,CO,80204,2000,
175705,997962,2000-02-18,1046832,VSTREAM INC /CO,S-1,,LOUISVILLE,CO,80027,2000,2001.0
175706,998240,2000-02-18,1097864,SCG HOLDING CORP,S-1,3674.0,PHOENIX,AZ,85008,2000,2001.0
175707,997751,2000-02-18,1087779,NETRO CORP,S-1,3663.0,SAN JOSE,CA,95134-1702,2000,2001.0
175708,998018,2000-02-18,1029201,SIGNAL PHARMACEUTICALS INC,S-1,8731.0,SAN DIEGO,CA,92121,2000,
175709,998021,2000-02-18,1101706,PARTMINER INC,S-1,,NEW YORK,NY,10016,2000,
175712,998040,2000-02-18,1095558,ARTISAN ENTERTAINMENT INC,S-1,,SANTA MONICA,CA,90404,2000,
175713,998310,2000-02-18,1104855,SUPPORT COM INC,S-1,,REDWOOD,CA,94063,2000,2003.0
175715,998317,2000-02-18,1107194,CENTILLIUM COMMUNICATIONS INC,S-1,,FREMONT,CA,94538,2000,2001.0
175719,998087,2000-02-18,1105503,LEXENT INC,S-1,,NEW YORK,NY,10004,2000,2001.0
175720,999132,2000-02-18,1103025,TRX INC/GA,S-1,,ATLANTA,GA,30329,2000,2006.0
175723,997158,2000-02-17,1100238,MEDSITE COM INC,S-1,,NEW YORK,NY,10003,2000,
175724,997175,2000-02-17,1018710,INTROGEN THERAPEUTICS INC,S-1,2834.0,AUSTIN,TX,78701,2000,2001.0
175725,997459,2000-02-17,1028361,METAWAVE COMMUNICATIONS CORP,S-1,3663.0,REDMOND,WA,98073-9769,2000,2001.0
175726,997212,2000-02-17,1094215,CONVERGENT GROUP CORP,S-1,,ENGLEWOOD,CA,80111,2000,
175727,997740,2000-02-17,1106842,SOFTWARE TECHNOLOGIES CORP/,S-1,,MONROVIA,CA,91016-3633,2000,2001.0
175728,997048,2000-02-17,1092367,SYCAMORE NETWORKS INC,S-1,3661.0,CHELMSORD,MA,01824,2000,2002.0
175729,997830,2000-02-17,1104903,CYBER DIALOGUE INC,S-1,,NEW YORK,NY,10013,2000,
175731,995897,2000-02-16,1058289,LEXAR MEDIA INC,S-1,,FREMONT,CA,94538,2000,2003.0
175732,997192,2000-02-16,1107050,CLICK COMMERCE INC,S-1,,CHICAGO,IL,60601,2000,2002.0
175734,996017,2000-02-16,1106917,SCREAMING MEDIA COM INC,S-1,,NEW YORK,NY,10001,2000,2001.0
175735,995767,2000-02-16,1054298,ASK JEEVES INC,S-1,7389.0,EMERYVILLE,CA,94608,2000,2000.0
175738,997334,2000-02-16,1105982,SONIC INNOVATIONS INC,S-1,,SALT LAKE CITY,UT,84117-7261,2000,2002.0
175740,996845,2000-02-16,1106593,EMERALD DELEWARE INC,S-1,,BELLEVUE,WA,98004,2000,
175745,994634,2000-02-15,1029129,QUALITY CARE SOLUTIONS INC,S-1,,PHOENIX,AZ,85044,2000,
175749,994521,2000-02-15,1089448,SERVICESOFT TECHNOLOGIES INC,S-1,,NATICK,MA,01760,2000,
175752,989450,2000-02-14,1041657,RADIO ONE INC,S-1,4832.0,LANHAM,MD,20706,2000,2000.0
175753,994326,2000-02-14,815508,BIOPURE CORP,S-1,2836.0,CAMBRIDGE,MA,02141,2000,2000.0
175755,990243,2000-02-14,886982,GOLDMAN SACHS GROUP INC,S-1,6211.0,NEW YORK,NY,10004,2000,2000.0
175758,995395,2000-02-14,1106737,INTACTA TECHNOLOGIES INC,S-1,,ATLANTA,GA,30303,2000,2001.0
175764,993749,2000-02-14,1061261,JAWS TECHNOLOGIES INC /NY,S-1,7371.0,CALGARY ALBERTA CANA,A0,T2T 0A7,2000,2001.0
175765,987609,2000-02-14,1105841,CLICKSERVICE SOFTWARE LTD,S-1,,CAMPBELL,CA,95008,2000,2001.0
175767,990206,2000-02-14,894502,VIANET TECHNOLOGIES INC,S-1,7373.0,NEW YORK,NY,10012,2000,
175768,982550,2000-02-11,836658,GOLDEN AMERICAN LIFE INSURANCE CO /NY/,S-1,,WEST CHESTER,PA,19380-2700,2000,2000.0
175769,984623,2000-02-11,1105653,MTVI GROUP INC,S-1,,NEW YORK,NY,100039522,2000,
175770,984119,2000-02-11,1017174,MAINSPRING COMMUNICATIONS INC,S-1,,CAMBRIDGE,MA,02142,2000,2001.0
175771,983867,2000-02-11,1015715,BRAINTECH INC/BC,S-1,7373.0,CANADA V7P 3N4,A1,00000,2000,2009.0
175773,984661,2000-02-11,1053384,GENOMIC SOLUTIONS INC,S-1,,ANN ARBOR,MI,48108,2000,2001.0
175774,984152,2000-02-11,1099413,MORE COM INC,S-1,,SAN FRANCISCO,CA,94107,2000,
175776,984927,2000-02-11,1075656,MOBILITY ELECTRONICS INC,S-1,,SCOTTSDALE,AZ,85260,2000,2001.0
175777,982884,2000-02-11,1103758,GARAGE COM,S-1,,PALO ALTO,CA,94301,2000,
175779,983730,2000-02-11,1047643,WORLDPAGES COM INC,S-1,4813.0,ST LOUIS,MO,63017,2000,
175781,985068,2000-02-11,1001233,SANGAMO BIOSCIENCES INC,S-1,,RICHMOND,CA,94804,2000,2001.0
175782,979739,2000-02-10,897265,ENTRADE INC,S-1,2670.0,NORTHFIELD,IL,60093,2000,2000.0
175783,979858,2000-02-10,1091756,IBASIS INC,S-1,7389.0,BURLINGTON,MA,01803,2000,2000.0
175784,979859,2000-02-10,1091756,IBASIS INC,S-1,7389.0,BURLINGTON,MA,01803,2000,2000.0
175785,979626,2000-02-10,1087277,FREESHOP COM INC,S-1,7389.0,SEATTLE,WA,98104,2000,2002.0
175787,980929,2000-02-10,1084876,NETTAXI INC,S-1,7389.0,SAN JOSE,CA,95008,2000,2000.0
175788,980186,2000-02-10,1070658,CYBERNET INTERNET SERVICES INTERNATIONAL INC,S-1,7374.0,WASHINGTON,DC,20004,2000,2002.0
175790,977990,2000-02-09,1062822,LEXICON GENETICS INC/TX,S-1,,THE WOODLANDS,TX,77381,2000,2001.0
175793,978427,2000-02-09,1086467,DRUGSTORE COM INC,S-1,5912.0,BELLEVUE,WA,98005,2000,2000.0
175794,976412,2000-02-08,797662,BIORELEASE CORP,S-1,2836.0,MANCHESTER,NH,13102-4004,2000,2004.0
175795,976190,2000-02-08,1101644,REAL MEDIA INC,S-1,0.0,NEW YORK,NY,10001,2000,
175796,976219,2000-02-08,1061895,ITXC CORP,S-1,4813.0,PRINCETON,NJ,08540,2000,2001.0
175798,976223,2000-02-08,1104358,BROADVIEW NETWORKS HOLDINGS INC,S-1,,LONG ISLAND CITY,NY,11101,2000,2008.0
175800,975987,2000-02-08,1085866,DSL NET INC,S-1,4813.0,NEW HAVEN,CT,06511,2000,2003.0
175801,976266,2000-02-08,1028442,SEQUOIA SOFTWARE CORP,S-1,,COLUMBIA,MD,21045,2000,2001.0
175802,975800,2000-02-08,1033025,PRAECIS PHARMACEUTICALS INC,S-1,2834.0,CAMBRIDGE,MA,02139-1572,2000,2002.0
175804,976120,2000-02-08,1076167,ADOLOR CORP,S-1,,MALVERN,PA,19355,2000,2001.0
175805,974352,2000-02-07,1101147,VIRAGE INC,S-1,,SAN MATEO,CA,94402-3116,2000,2001.0
175806,976486,2000-02-07,939767,EXELIXIS INC,S-1,,SAN FRANCISCO,CA,94080,2000,2001.0
175807,974960,2000-02-07,1089328,ALLADVANTAGE COM INC,S-1,,HAYWARD,CA,94545,2000,
175808,976269,2000-02-07,908797,COHO ENERGY INC,S-1,1311.0,DALLAS,TX,75240,2000,2001.0
175809,974753,2000-02-07,1033905,LUMINEX CORP,S-1,,AUSTIN,TX,78727,2000,2001.0
175810,974773,2000-02-07,1060326,INTERWORLD CORP,S-1,7372.0,NEW YORK,NY,10014,2000,2000.0
175811,974541,2000-02-07,859074,ISKY INC,S-1,,COLUMBIA,MD,21046,2000,
175813,974585,2000-02-07,1052245,ETOYS INC,S-1,5945.0,SANTA MONICA,CA,90405,2000,2000.0
175814,973571,2000-02-04,1038773,CORNERSTONE BANCSHARES INC,S-1,6021.0,CHATTANOOGA,TN,37412-0416,2000,2000.0
175815,972830,2000-02-04,1034842,RIGEL PHARMACEUTICALS INC,S-1,,SOUTH SAN FRANCISCO,CA,94080,2000,2003.0
175816,972831,2000-02-04,1104730,VYYO INC,S-1,,CUPERTINO,CA,95014,2000,2003.0
175818,973093,2000-02-04,1104188,SOHU COM INC,S-1,,NEW YORK,NY,10004,2000,2001.0
175820,973621,2000-02-04,1097673,IPHYSICIAN NET INC,S-1,,SCOTTSDALE,AZ,85258,2000,
175824,972671,2000-02-04,1043604,JUNIPER NETWORKS INC,S-1,3576.0,MOUNTAIN VIEW,CA,94043,2000,2001.0
175825,972936,2000-02-04,940298,MANUFACTURERS SERVICES LTD,S-1,,CONCORD,MA,01742,2000,2002.0
175826,973708,2000-02-04,1102556,NUANCE COMMUNICATIONS,S-1,,MENLO PARK,CA,94025,2000,2002.0
175827,973240,2000-02-04,1100985,BROADBANDNOW INC,S-1,,IRVING,TX,75038,2000,
175829,972761,2000-02-04,1088628,PETSMART COM INC,S-1,,PASADENA,CA,91103,2000,
175830,971690,2000-02-03,1104302,CCBN COM,S-1,,BOSTON,MA,02114,2000,
175831,971976,2000-02-03,911369,CENTAUR PHARMACEUTICALS INC,S-1,2834.0,SUNNYVALE,CA,94086,2000,
